,Train,Train,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
91,"{'average_loss': 1.643055404027303, 'task_losses': [0.3047599776585897, 0.5797304379940033, 0.25939104119936623, 0.22602785170078277, 0.1617370754480362], 'task_balanced_accuracies': [0.8810643972311288, 0.5699271255060728, 0.8827202449494034, 0.8769076549976254, 0.8617511520737327], 'task_cross_entropy': [0.30577228585879007, 0.5790476000308991, 0.2612240715821584, 0.22953079412380853, 0.17179619804024696], 'task_cluster_cost': [-0.06683267484108607, -0.0460466198126475, -0.07692438314358394, -0.07494450708230337, -0.0763402767976125], 'task_separation_cost': [0.06086727713545163, 0.04547092571854591, 0.06565055151780447, 0.0644453771909078, 0.057635529786348345], 'task_l1': [0.0010054635629057884, 0.0010039855726063252, 0.0010036581459765632, 0.0010020792329063018, 0.0010079976202299198], 'task_occ_cost': [0.003947623629743854, 0.0002545505284886455, 0.008437144604201119, 0.005994105528419217, 0.007637626280387243], 'final_loss': 0.11140902422368526, 'final_balanced_accuracy': 0.9557648401826484, 'final_f1': 0.9001956947162426, 'final_precision': 0.8487084870848709, 'final_recall': 0.9583333333333334, 'final_auc': 0.9557648401826484}",,3.463845544391208,"[0.4392871724234687, 0.4963197608788808, 0.8809104363123575, 0.5181360774570041, 0.6197128155165248]","[0.7318577648766328, 0.6622023809523809, 0.6512345679012346, 0.665954415954416, 0.6422641509433962]","[0.43860221405824024, 0.4960336751408047, 0.8709332280688815, 0.5215508060322868, 0.6360748050113519]","[-0.06490764311618274, -0.06134441743294398, -0.07393047213554382, -0.06614179536700249, -0.07187426007456249]","[0.058691325700945325, 0.057609369771348104, 0.0689129349258211, 0.05796988680958748, 0.04857219010591507]","[0.0010053180158138275, 0.001004003919661045, 0.0010035558370873332, 0.0010018952889367938, 0.0010078150080516934]","[0.005895967931590146, 0.0030171324809392295, 0.013991218163735337, 0.0037552903458062145, 0.0059322746884491705]",0.5094793256786134,0.8656603773584906,0.6764705882352942,0.5348837209302325,0.92,0.8656603773584906
92,"{'average_loss': 1.6464846126238506, 'task_losses': [0.31851021746794383, 0.5823915557066599, 0.26043516794840493, 0.22531971901655198, 0.16055785429353514], 'task_balanced_accuracies': [0.8713703515028018, 0.5606585695006747, 0.8924865465895481, 0.8593515549148254, 0.8807603686635945], 'task_cross_entropy': [0.31986134926478066, 0.5816836218039195, 0.2622398176789284, 0.2290437697370847, 0.17037742778658868], 'task_cluster_cost': [-0.06651156758268674, -0.04579566066463788, -0.07684668064117432, -0.07452923695246379, -0.07636395891507466], 'task_separation_cost': [0.06046938066681226, 0.04524592816829681, 0.0655309817691644, 0.06413970907529196, 0.057747648706038796], 'task_l1': [0.0010056581798320015, 0.0010039244747410219, 0.001003930668036143, 0.0010025508313750227, 0.0010082645760849118], 'task_occ_cost': [0.003685395942690472, 0.00025373403209717554, 0.008507118908067544, 0.005662927399389446, 0.007788473187635342], 'final_loss': 0.09927009141693513, 'final_balanced_accuracy': 0.9732305936073059, 'final_f1': 0.9378757515030058, 'final_precision': 0.9034749034749034, 'final_recall': 0.975, 'final_auc': 0.973230593607306}",,3.5350880357954235,"[0.5946144130494859, 0.5822785827848647, 0.8405535287327237, 0.47158050371540916, 0.5203492459323671]","[0.6323173681664248, 0.4986607142857143, 0.6412345679012346, 0.7345085470085471, 0.661132075471698]","[0.5946826404995389, 0.581599642833074, 0.8299214310116239, 0.4665623919831382, 0.5278551942772336]","[-0.05408106620113055, -0.045442043907112546, -0.07423553284671572, -0.07094595250156191, -0.06752793035573429]","[0.05143802074922456, 0.04452963959839609, 0.068838093843725, 0.06332793417904112, 0.04934457275602552]","[0.0010053180158138275, 0.001004003919661045, 0.0010035558370873332, 0.0010018952889367938, 0.0010078150080516934]","[0.0015695204007594536, 0.000587365103153085, 0.015026000121401416, 0.011634233097235361, 0.009669597596964903]",0.52571183277501,0.7986792452830189,0.6428571428571428,0.5806451612903226,0.72,0.7986792452830188
93,"{'average_loss': 1.6011624916394551, 'task_losses': [0.30677195052305856, 0.5858050294717153, 0.2478144300977389, 0.21536855628093085, 0.15592908234645922], 'task_balanced_accuracies': [0.8742770669143868, 0.5566261808367072, 0.8874334753186421, 0.8792529515851767, 0.8801843317972351], 'task_cross_entropy': [0.3078729917605718, 0.5852045174439748, 0.2495352241396904, 0.21876048396031061, 0.16612587310373783], 'task_cluster_cost': [-0.06640138854583104, -0.04545798435807228, -0.07689210087060928, -0.07474455406268438, -0.07633501291275024], 'task_separation_cost': [0.06032391250133515, 0.04481836587190628, 0.0654185633858045, 0.06415342763066292, 0.057597297032674154], 'task_l1': [0.0010058562736958265, 0.001003888281993568, 0.0010040873739247521, 0.0010030860810851057, 0.00100852163353314], 'task_occ_cost': [0.003970580932994684, 0.00023623537281916167, 0.008748656331251065, 0.006196111634684105, 0.007532403549800316], 'final_loss': 0.08947344919045766, 'final_balanced_accuracy': 0.9698059360730593, 'final_f1': 0.9267326732673268, 'final_precision': 0.8830188679245283, 'final_recall': 0.975, 'final_auc': 0.9698059360730594}",,3.540263122982449,"[0.39269739720556474, 0.576306015253067, 0.9762116736835904, 0.508006266421742, 0.4652636730008655]","[0.8276487663280117, 0.5038690476190476, 0.6112345679012345, 0.683048433048433, 0.7375471698113207]","[0.3935689859920078, 0.5755892131063673, 0.968664225604799, 0.5058343791299396, 0.47861608531739974]","[-0.06348890355891651, -0.043887255920304194, -0.07251289155748156, -0.07002389762136671, -0.07365631808837254]","[0.05885407163037194, 0.04339964687824249, 0.06832147638003032, 0.06322555782066451, 0.0501435502535767]","[0.0010053180158138275, 0.001004003919661045, 0.0010035558370873332, 0.0010018952889367938, 0.0010078150080516934]","[0.00275792610935039, 0.00020041452282586962, 0.010735345900886588, 0.007968333187616534, 0.009152532658643193]",0.6217781583675079,0.7633962264150944,0.6037735849056605,0.5714285714285714,0.64,0.7633962264150944
94,"{'average_loss': 1.6332703256607055, 'task_losses': [0.3098443688948949, 0.5804111850261688, 0.2474018695950508, 0.2368914093573888, 0.1671817589799563], 'task_balanced_accuracies': [0.868243884410616, 0.55527665317139, 0.9027626095821937, 0.8612282124889146, 0.8796082949308756], 'task_cross_entropy': [0.3110986506938934, 0.579685552517573, 0.24931779652833938, 0.24053652385870616, 0.17751509753366312], 'task_cluster_cost': [-0.06625357831517856, -0.0455732099711895, -0.07705997268358866, -0.0748346683382988, -0.0761724935968717], 'task_separation_cost': [0.060203551550706225, 0.045032756874958675, 0.0655713106195132, 0.06437274585167567, 0.05748168001572291], 'task_l1': [0.0010061021894216537, 0.0010038418943683306, 0.0010043423793589074, 0.0010036348567033808, 0.0010088341931502023], 'task_occ_cost': [0.0037896442995406687, 0.0002622325893692808, 0.008568390946214397, 0.005813173602024714, 0.007348641616602739], 'final_loss': 0.09153973704824846, 'final_balanced_accuracy': 0.965439497716895, 'final_f1': 0.9173228346456693, 'final_precision': 0.8694029850746269, 'final_recall': 0.9708333333333333, 'final_auc': 0.9654394977168949}",,3.720403644773695,"[0.4034929672876994, 0.6343629625108507, 0.9274369213316176, 0.5015477733686566, 0.5905882053905063]","[0.8121673923560716, 0.5077380952380952, 0.6288888888888888, 0.614494301994302, 0.6233962264150943]","[0.40211838649378884, 0.6334916485680474, 0.9212478498617808, 0.5027217277222209, 0.6036684479978349]","[-0.06956213257379001, -0.0448028693596522, -0.07298671702543895, -0.07057976639933056, -0.06983103147811359]","[0.06296555242604679, 0.0443515678246816, 0.06856690595547359, 0.06169633029235734, 0.04828183063202434]","[0.0010053180158138275, 0.001004003919661045, 0.0010035558370873332, 0.0010018952889367938, 0.0010078150080516934]","[0.006965863363196452, 0.0003186457318709775, 0.009605324309733178, 0.006707596877175901, 0.007461141303388609]",0.6629747698704401,0.7822641509433963,0.6530612244897959,0.6666666666666666,0.64,0.7822641509433963
95,"{'average_loss': 1.6477137772242227, 'task_losses': [0.3303786341349284, 0.5756334006786347, 0.25730028251806897, 0.23756614049275715, 0.15515871830284594], 'task_balanced_accuracies': [0.8611069491474634, 0.5666018893387315, 0.8944579537618409, 0.8587484186060196, 0.8896889400921659], 'task_cross_entropy': [0.33144679526487986, 0.5749136225382487, 0.25971889982620877, 0.24065689007441202, 0.16549503194789092], 'task_cluster_cost': [-0.0654147370159626, -0.04598347634077072, -0.07698063532511393, -0.07444282869497935, -0.0765264763434728], 'task_separation_cost': [0.05960924287637075, 0.045407880942026774, 0.06555732702215512, 0.0641844663520654, 0.05759302685658137], 'task_l1': [0.0010063043314342698, 0.001003844658844173, 0.0010045547379801672, 0.0010041109984740616, 0.0010090415210773547], 'task_occ_cost': [0.0037310270227802296, 0.00029151979865370476, 0.008000135909145077, 0.006163502324682971, 0.007588094789534807], 'final_loss': 0.09167660508304834, 'final_balanced_accuracy': 0.9644977168949771, 'final_f1': 0.918811881188119, 'final_precision': 0.8754716981132076, 'final_recall': 0.9666666666666667, 'final_auc': 0.9644977168949772}",,3.5219420062171087,"[0.38068223661846584, 0.6036509407891167, 0.9162128137217628, 0.4717014233271281, 0.5434118426508374]","[0.8151910982099662, 0.4986607142857143, 0.6288888888888888, 0.614494301994302, 0.6375471698113208]","[0.3798740787638558, 0.6028944518831041, 0.9106058610810174, 0.4726061655415429, 0.5486679325501124]","[-0.06936611400710212, -0.045078674538267985, -0.07315494037336773, -0.07056584705909093, -0.07149817215071784]","[0.06320643466379908, 0.04458932081858317, 0.06871303502056333, 0.06226854564415084, 0.05746795816553964]","[0.0010053180158138275, 0.001004003919661045, 0.0010035558370873332, 0.0010018952889367938, 0.0010078150080516934]","[0.005962504850079616, 0.00024185277773843458, 0.009045319398865104, 0.00639065768983629, 0.007766316386146678]",0.6062827149613036,0.8022641509433963,0.68,0.68,0.68,0.8022641509433963
96,"{'average_loss': 1.5981226317087809, 'task_losses': [0.28968774249156315, 0.592665795882543, 0.24886516282955806, 0.23197552680969238, 0.1628659738600254], 'task_balanced_accuracies': [0.8840809884830142, 0.5532523616734143, 0.8857227228185018, 0.8640421480899283, 0.8885368663594471], 'task_cross_entropy': [0.2913439159591993, 0.5919382917881012, 0.2510349524021149, 0.23491026893258093, 0.17248816472788653], 'task_cluster_cost': [-0.06694371119141579, -0.04571842074394226, -0.07667618989944458, -0.07440869629383087, -0.07609282732009888], 'task_separation_cost': [0.06070233205954234, 0.045207720597585044, 0.06532445400953293, 0.06420457159479459, 0.05770513867338498], 'task_l1': [0.0010065541369840502, 0.0010038805023456613, 0.0010047836943219105, 0.0010045339058463772, 0.0010093370111038287], 'task_occ_cost': [0.0035786514286883175, 0.0002343281741377723, 0.008177162058030566, 0.006264849624906977, 0.007756160519396265], 'final_loss': 0.07206242217371861, 'final_balanced_accuracy': 0.9738013698630137, 'final_f1': 0.9397590361445783, 'final_precision': 0.9069767441860465, 'final_recall': 0.975, 'final_auc': 0.9738013698630138}",,3.407541142569648,"[0.3527839266591602, 0.6552109519640604, 0.9564858973026276, 0.4524288806650374, 0.5011837250656552]","[0.8185776487663281, 0.4882440476190476, 0.6097530864197531, 0.6700498575498576, 0.6728301886792453]","[0.35006995333565605, 0.6541728576024374, 0.9532659020688798, 0.45439713531070286, 0.5059286372529136]","[-0.06956754790412055, -0.04426745201150576, -0.07294171137942208, -0.06940998054212993, -0.06959490395254558]","[0.0634811454349094, 0.043983116332027644, 0.06765426695346832, 0.061056719058089785, 0.05619522142741415]","[0.001005587400868535, 0.0010039565386250615, 0.0010037750471383333, 0.0010023735230788589, 0.0010081533109769225]","[0.007794782001939084, 0.00031845822700739116, 0.007503649323350853, 0.00538263547544678, 0.0076466156428472865]",0.48944775718781686,0.7975471698113208,0.6666666666666666,0.6538461538461539,0.68,0.7975471698113209
97,"{'average_loss': 1.658354608217875, 'task_losses': [0.30724365234375, 0.5818518626689911, 0.2745588234066963, 0.2328077851732572, 0.17054359664519628], 'task_balanced_accuracies': [0.8746816097809476, 0.5679352226720648, 0.8726652435141529, 0.8687999899127028, 0.8793202764976958], 'task_cross_entropy': [0.3086204278469086, 0.581232529481252, 0.27614145894845327, 0.23618666966756185, 0.18065171624223392], 'task_cluster_cost': [-0.06633771235744158, -0.04594539865851402, -0.07676175614198048, -0.07449100375175476, -0.07598722487688064], 'task_separation_cost': [0.060370232214530306, 0.04532893449068069, 0.06563003122806549, 0.06420943508545558, 0.05751292809844017], 'task_l1': [0.0010068404969448845, 0.001003819062995414, 0.001005025099342068, 0.0010051104224597415, 0.0010095977767681083], 'task_occ_cost': [0.0035838667086015145, 0.00023198252490450006, 0.008544063012426098, 0.005897575529913108, 0.007356579322367907], 'final_loss': 0.09134889046351115, 'final_balanced_accuracy': 0.9692351598173516, 'final_f1': 0.9249011857707509, 'final_precision': 0.8796992481203008, 'final_recall': 0.975, 'final_auc': 0.9692351598173516}",,3.5896535184648304,"[0.39543378353118896, 0.6028222507900662, 0.8831265469392141, 0.4664237250884374, 0.5336839134494463]","[0.795960328979197, 0.5129464285714286, 0.622716049382716, 0.6467236467236468, 0.6633962264150943]","[0.3934980465306176, 0.6020530263582865, 0.8794674045509763, 0.4668760763274299, 0.5406704561577903]","[-0.06814609716335933, -0.043911154899332255, -0.07329629692766401, -0.07099202647805214, -0.06952877342700958]","[0.06220891740587023, 0.0434403700961007, 0.06826716330316332, 0.06231422887908088, 0.05612312422858344]","[0.0010057742474600673, 0.001003896351903677, 0.001004029531031847, 0.0010028224205598235, 0.0010084009263664484]","[0.006867145809034507, 0.00023609772203296112, 0.007684254760129584, 0.007222626565231217, 0.00541073143378728]",0.7081632424766818,0.7622641509433963,0.6250000000000001,0.6521739130434783,0.6,0.7622641509433963
98,"{'average_loss': 1.6349671220779418, 'task_losses': [0.32211228311061857, 0.5759077111879984, 0.27349614799022676, 0.22682803173859914, 0.1639256801828742], 'task_balanced_accuracies': [0.8634243305065277, 0.5712928475033738, 0.8728747570797438, 0.8691341316308218, 0.8966013824884793], 'task_cross_entropy': [0.3233879272143046, 0.5752329933643341, 0.2753537033001582, 0.23022283772627514, 0.17402845342954], 'task_cluster_cost': [-0.06604875837763151, -0.04620647331078847, -0.07670692950487137, -0.07493985792001089, -0.07634012937545777], 'task_separation_cost': [0.06005291650692622, 0.04560773685574532, 0.06561106736461321, 0.06439521645506223, 0.05765888065099716], 'task_l1': [0.0010071092704311013, 0.0010037837720786532, 0.001005149045959115, 0.0010056323992709319, 0.0010098301790033778], 'task_occ_cost': [0.0037130878136182825, 0.0002696597390543805, 0.008233157927170396, 0.006144204204902053, 0.007568643450116118], 'final_loss': 0.07269727474699418, 'final_balanced_accuracy': 0.973972602739726, 'final_f1': 0.930966469428008, 'final_precision': 0.8838951310861424, 'final_recall': 0.9833333333333333, 'final_auc': 0.9739726027397262}",,3.441050344043308,"[0.40087998078929055, 0.6283840901321835, 0.9249916209114922, 0.4009263730711407, 0.4733600351545546]","[0.7801161103047896, 0.484375, 0.6041975308641976, 0.7111823361823362, 0.6881132075471699]","[0.39961253106594086, 0.6275057825777266, 0.9193387362692091, 0.40019016712903976, 0.47896168794896865]","[-0.06778309452864859, -0.044189929548237056, -0.07280794365538491, -0.07078108522627088, -0.07050437149074343]","[0.06197140117486318, 0.04384195307890574, 0.06844483564297359, 0.06293373016847505, 0.05659430722395579]","[0.001005974831059575, 0.001003851997666061, 0.0010041984496638179, 0.0010034074075520039, 0.0010086963884532452]","[0.006073176809069183, 0.00022241928026131872, 0.009011758232696189, 0.007580155403249794, 0.007299729803990986]",0.6125082311530908,0.8175471698113208,0.6923076923076923,0.6666666666666666,0.72,0.8175471698113208
99,"{'average_loss': 1.5915791161855062, 'task_losses': [0.304823764761289, 0.5803463105360667, 0.24688012232383091, 0.22586452481647332, 0.14672124087810517], 'task_balanced_accuracies': [0.8731733141550049, 0.57127665317139, 0.90058168884431, 0.8685309953220159, 0.8980414746543779], 'task_cross_entropy': [0.3062614491581917, 0.5795479909578959, 0.24873179028431575, 0.22885751768946647, 0.15711612911274037], 'task_cluster_cost': [-0.06671070372064908, -0.04544097363948822, -0.07698136309782665, -0.07450506746768952, -0.0763971812526385], 'task_separation_cost': [0.060478810171286264, 0.04500138223171234, 0.06554787303010623, 0.06432905048131943, 0.05754221647977829], 'task_l1': [0.001007336067656676, 0.001003813479716579, 0.001005336904587845, 0.0010061665112152695, 0.0010101619781926275], 'task_occ_cost': [0.003786873618761698, 0.0002340991696595059, 0.008576485893378656, 0.006176856740688284, 0.007449915623292327], 'final_loss': 0.08694316691408555, 'final_balanced_accuracy': 0.9741723744292237, 'final_f1': 0.9362549800796811, 'final_precision': 0.8969465648854962, 'final_recall': 0.9791666666666666, 'final_auc': 0.9741723744292237}",,3.422246297200521,"[0.3466683609618081, 0.6161524090501997, 0.8876391384336684, 0.47045232190026176, 0.557893208331532]","[0.8310353168843735, 0.5038690476190476, 0.6350617283950617, 0.6652421652421653, 0.6822641509433962]","[0.3467472576432758, 0.6151319543520609, 0.881938699218962, 0.47171493868033093, 0.563337912162145]","[-0.06975978364547093, -0.04317835925353898, -0.07331919090615378, -0.07082881778478622, -0.06692058758603202]","[0.063029861698548, 0.04290476358599133, 0.06828459683391783, 0.06111613619658682, 0.054670709702703685]","[0.0010062330402433872, 0.0010038461768999696, 0.0010044677183032036, 0.0010038757463917136, 0.0010089693823829293]","[0.00564477962648703, 0.00029018416373421333, 0.009730609806461466, 0.00744619083383845, 0.005796193352176083]",0.5434408361713091,0.8069811320754717,0.6938775510204083,0.7083333333333334,0.68,0.8069811320754718
100,"{'average_loss': 1.6220402081807455, 'task_losses': [0.3023798171679179, 0.5681832230091095, 0.27890703479448953, 0.226326733926932, 0.15944220508138338], 'task_balanced_accuracies': [0.8676545503580954, 0.5779271255060728, 0.8667510219972747, 0.8866902317136216, 0.8925691244239631], 'task_cross_entropy': [0.30397278249263765, 0.5675213615099589, 0.2808699578046799, 0.22929233968257903, 0.16941766818364462], 'task_cluster_cost': [-0.06729038069645564, -0.04652418280641238, -0.07693395813306173, -0.07481009423732758, -0.07637459794680278], 'task_separation_cost': [0.06090826317667961, 0.04592251489559809, 0.06575426598389944, 0.06442779729763667, 0.057746123671531674], 'task_l1': [0.001007517638305823, 0.0010038745993127425, 0.001005558140265445, 0.0010067325877025724, 0.0010105444040770333], 'task_occ_cost': [0.003781634905996422, 0.000259647434152915, 0.00821121118341883, 0.006409959668914477, 0.007642466214795907], 'final_loss': 0.08680118707319101, 'final_balanced_accuracy': 0.9673515981735159, 'final_f1': 0.928, 'final_precision': 0.8923076923076924, 'final_recall': 0.9666666666666667, 'final_auc': 0.967351598173516}",,3.491269005669488,"[0.40884992314709556, 0.6230238510502709, 0.9897749390867021, 0.4722074733840095, 0.48162360820505357]","[0.7672955974842768, 0.5077380952380952, 0.6174074074074074, 0.6789529914529915, 0.6845283018867925]","[0.40967487957742477, 0.6223701371086968, 0.9859160780906677, 0.4717410256465276, 0.48768697679042816]","[-0.06563899666070938, -0.045760857976145215, -0.07273546606302261, -0.07075164549880558, -0.07200923893186781]","[0.05994273266858525, 0.04509323752588696, 0.06763684666819042, 0.0632857879002889, 0.05818085413840082]","[0.0010063813533633947, 0.0010038689943030477, 0.0010046821553260088, 0.00100432347971946, 0.001009150524623692]","[0.0038649205170157882, 0.00031747363148800406, 0.007952780204100741, 0.006927968804827995, 0.006755871750000451]",0.5157892337689797,0.838679245283019,0.689655172413793,0.6060606060606061,0.8,0.8386792452830188
101,"{'average_loss': 1.8071528736750284, 'task_losses': [0.34264268577098844, 0.5987432976563771, 0.3097441894809405, 0.23838324586550394, 0.21916429449493685], 'task_balanced_accuracies': [0.8389220181195249, 0.5539271255060729, 0.8673515175710944, 0.8650466747645247, 0.8755760368663594], 'task_cross_entropy': [0.34410880823930107, 0.5980120344956716, 0.3080097359418869, 0.2363633652528127, 0.2309475458910068], 'task_cluster_cost': [-0.06568698644638062, -0.045227681150039035, -0.07679939935604731, -0.07603344519933065, -0.07281854569911957], 'task_separation_cost': [0.06021968921025594, 0.04469729984800021, 0.065782450735569, 0.06545633162061373, 0.054535710116227466], 'task_l1': [0.0010076077887788415, 0.001003912533633411, 0.0010056416504085064, 0.0010070105781778693, 0.0010107018752023578], 'task_occ_cost': [0.002993562608025968, 0.00025772047451937395, 0.011745754415169358, 0.011589982993900776, 0.005488874923127393], 'final_loss': 0.09847517342617114, 'final_balanced_accuracy': 0.9686643835616437, 'final_f1': 0.9230769230769231, 'final_precision': 0.8764044943820225, 'final_recall': 0.975, 'final_auc': 0.9686643835616439}",,3.568394184112549,"[0.36930980119440293, 0.6562843455208672, 0.8816542956564162, 0.5007193204429414, 0.5411683130595419]","[0.8087808417997098, 0.4973214285714286, 0.6135802469135803, 0.6330128205128205, 0.6575471698113208]","[0.369865819811821, 0.6554246048132578, 0.8777917292382982, 0.5016776985592313, 0.5475286684102483]","[-0.06788681861427096, -0.045899653186400734, -0.07379409505261315, -0.07012143979469936, -0.06910218050082524]","[0.061471789247459836, 0.045530484368403755, 0.06817926052543852, 0.06209448062711292, 0.054963154097398124]","[0.0010067246621474624, 0.0010038417531177402, 0.0010049162665382028, 0.0010048591066151857, 0.0010094789322465658]","[0.004852282866421673, 0.00022505819651996717, 0.008472474964542521, 0.0060637226949135465, 0.006769202908294069]",0.6192580945789814,0.8011320754716982,0.7111111111111111,0.8,0.64,0.8011320754716982
102,"{'average_loss': 1.846724263827006, 'task_losses': [0.39797802170117696, 0.5750427718957265, 0.2949178130427996, 0.2506079507867495, 0.19026324421167373], 'task_balanced_accuracies': [0.7840540189585767, 0.5838056680161944, 0.8694532520794633, 0.86906688298315, 0.9003456221198156], 'task_cross_entropy': [0.400091743071874, 0.5739313046137492, 0.29300980975230534, 0.25098576794068017, 0.20376333743333816], 'task_cluster_cost': [-0.059951225320498146, -0.048629118402798974, -0.07646385023991267, -0.07233260263999303, -0.07370700677235921], 'task_separation_cost': [0.055605370998382565, 0.047822791238625845, 0.06489161436756452, 0.06316282684604327, 0.05319241518775622], 'task_l1': [0.0010076077887788415, 0.001003912533633411, 0.0010056416504085064, 0.0010070105781778693, 0.0010107018752023578], 'task_occ_cost': [0.00122451843538632, 0.000913875923094262, 0.012474594494948784, 0.0077849446578572195, 0.006003793164466818], 'final_loss': 0.1379144834106167, 'final_balanced_accuracy': 0.953310502283105, 'final_f1': 0.9011857707509882, 'final_precision': 0.8571428571428571, 'final_recall': 0.95, 'final_auc': 0.953310502283105}",,3.5962171819474964,"[0.39078954110542935, 0.634125315480762, 0.954632494184706, 0.45460038052664864, 0.48689427640702987]","[0.8023705853894534, 0.5025297619047618, 0.6103703703703703, 0.6604344729344729, 0.6786792452830188]","[0.3905537078777949, 0.6331823269526163, 0.947470979558097, 0.45368900067276424, 0.49187996983528137]","[-0.06967420296536551, -0.044309051086505256, -0.07218332257535723, -0.07133820487393273, -0.07298132528861363]","[0.06326140753097004, 0.04402449230353037, 0.06802758740054236, 0.06321388276086913, 0.05790388128823704]","[0.0010070014977827668, 0.0010037956526502967, 0.001005087629891932, 0.0010053878650069237, 0.0010097143240272999]","[0.005641640836579932, 0.00022374682238377217, 0.010312153492122889, 0.008030305099156167, 0.009082060074433684]",0.6751751384387413,0.7375471698113207,0.5833333333333334,0.6086956521739131,0.56,0.7375471698113208
103,"{'average_loss': 1.690877677599589, 'task_losses': [0.2975642039378484, 0.41281831393639246, 0.3431475426753362, 0.2630610467990239, 0.2179734728919963], 'task_balanced_accuracies': [0.8764995555022823, 0.7442860998650472, 0.8461593028972262, 0.8470219356682624, 0.8781682027649769], 'task_cross_entropy': [0.2921446891129017, 0.4117048294345538, 0.3427911671002706, 0.2626764977971713, 0.23225484242041905], 'task_cluster_cost': [-0.07122240806619326, -0.06560873150825501, -0.07618647625048955, -0.07095749040444692, -0.07446652044852575], 'task_separation_cost': [0.06432101468245188, 0.06244491522510846, 0.06512418622771898, 0.06284384369850159, 0.0521117003262043], 'task_l1': [0.0010076077887788415, 0.001003912533633411, 0.0010056416504085064, 0.0010070105781778693, 0.0010107018752023578], 'task_occ_cost': [0.011313295141444541, 0.0032733813632512465, 0.010413017490257819, 0.007491181921213865, 0.007062745469932755], 'final_loss': 0.15631309777498245, 'final_balanced_accuracy': 0.9422659817351599, 'final_f1': 0.8641509433962264, 'final_precision': 0.7896551724137931, 'final_recall': 0.9541666666666667, 'final_auc': 0.9422659817351597}",,3.536678287718031,"[0.36937924557262, 0.663126164012485, 0.9163460632165273, 0.4811839494440291, 0.511846039030287]","[0.8216013546202225, 0.4973214285714286, 0.6212345679012345, 0.6330128205128205, 0.7022641509433962]","[0.36911118030548096, 0.6622429026497735, 0.9097464316421084, 0.4808110015259849, 0.5190048399898741]","[-0.06967402332358891, -0.04605502345495754, -0.07378741767671373, -0.07050197985437182, -0.07082261972957188]","[0.06302940100431442, 0.04560028968585862, 0.06876944336626264, 0.0610833176308208, 0.05559015481008424]","[0.0010071978904306889, 0.0010037898318842053, 0.0010052232537418604, 0.0010059012565761805, 0.0010099908104166389]","[0.005905489954683516, 0.0003341883445197406, 0.010612421358625094, 0.008785727537340589, 0.007063669398323529]",0.594796844654613,0.7822641509433963,0.6530612244897959,0.6666666666666666,0.64,0.7822641509433963
104,"{'average_loss': 1.6277010289827982, 'task_losses': [0.15456464024881522, 0.48667489031950634, 0.3017556172609329, 0.3059610739350319, 0.2339531844606002], 'task_balanced_accuracies': [0.9341094563143648, 0.6810742240215925, 0.8609275347017153, 0.8226316917658234, 0.8257488479262672], 'task_cross_entropy': [0.15176896328727404, 0.4858916695912679, 0.30039922426144283, 0.30897858619689944, 0.24806943650046984], 'task_cluster_cost': [-0.07806998858849208, -0.055936320970455804, -0.07649005115032197, -0.0659426065782706, -0.07027095998326938], 'task_separation_cost': [0.06838229358196259, 0.05391364882389704, 0.06488212754329045, 0.0589043823381265, 0.05085339630643527], 'task_l1': [0.0010076077887788415, 0.001003912533633411, 0.0010056416504085064, 0.0010070105781778693, 0.0010107018752023578], 'task_occ_cost': [0.01147576404735446, 0.0018019771521600584, 0.011958673798168699, 0.0030136959231458604, 0.004290605084970593], 'final_loss': 0.14479163027058045, 'final_balanced_accuracy': 0.9481735159817352, 'final_f1': 0.8854368932038834, 'final_precision': 0.8290909090909091, 'final_recall': 0.95, 'final_auc': 0.9481735159817352}",,3.462734169430203,"[0.3598523322078917, 0.6064417958259583, 0.9313488867547777, 0.4477820297082265, 0.5274880545006858]","[0.7993468795355587, 0.5129464285714286, 0.6135802469135803, 0.6652421652421653, 0.6528301886792454]","[0.3603421052296956, 0.6057144701480865, 0.9242588314745162, 0.4491905967394511, 0.533331510093477]","[-0.06948302603430218, -0.04494032636284828, -0.07363833652602302, -0.07389208922783534, -0.071095186803076]","[0.06226875508824984, 0.04446383400095834, 0.06893844985299641, 0.06455105460352367, 0.056709046165148415]","[0.0010074315359815955, 0.0010038396576419473, 0.0010054613230749965, 0.0010064177913591266, 0.0010103770764544606]","[0.005717060321735011, 0.0001999582584378206, 0.010784486567394601, 0.006926047512226635, 0.007532303816535407]",0.5898210803667704,0.7833962264150944,0.6296296296296295,0.5862068965517241,0.68,0.7833962264150944
