,Train,Train,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
82,"{'average_loss': 1.2706375559171041, 'task_losses': [0.14913242323324083, 0.21373393597702187, 0.28969995319843295, 0.22248188778137168, 0.12097698037202159], 'task_balanced_accuracies': [0.9282410875710447, 0.8935060728744939, 0.8751464120389464, 0.8598201939282877, 0.9210829493087558], 'task_cross_entropy': [0.16109217668573061, 0.2202694564561049, 0.28477343752980233, 0.22559856557597716, 0.1330193330720067], 'task_cluster_cost': [-0.07521775384744009, -0.07558140764633814, -0.07583138446013132, -0.07149914691845576, -0.07743378182252249], 'task_separation_cost': [0.05378002792596817, 0.057621937443812686, 0.06270239983995755, 0.05394215335448583, 0.056356174051761625], 'task_l1': [0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245], 'task_occ_cost': [0.008468089491749804, 0.01041315887744228, 0.017050202277799447, 0.01343434898648411, 0.008026593451698621], 'final_loss': 0.2746123744050662, 'final_balanced_accuracy': 0.8858447488584476, 'final_f1': 0.7495741056218058, 'final_precision': 0.6340057636887608, 'final_recall': 0.9166666666666666, 'final_auc': 0.8858447488584476}",,3.7250431643591986,"[0.4258193423350652, 0.5931509153710471, 1.007035540209876, 0.6104046073224809, 0.632727735572391]","[0.8068456700532172, 0.7269345238095238, 0.5339506172839505, 0.6233974358974359, 0.6739622641509434]","[0.43484485646088916, 0.5923056900501251, 1.0041773120562236, 0.616098572810491, 0.6344842380947537]","[-0.07098445958561367, -0.07180175930261612, -0.06695610202021068, -0.06639786230193244, -0.07478749172555076]","[0.05552185823520025, 0.06269784768422444, 0.06391274018420114, 0.05525430912772814, 0.0631865623096625]","[0.001009522471576929, 0.001009959145449102, 0.0010050497949123383, 0.0010056159226223826, 0.0010078605264425278]","[0.00542756278688709, 0.008939184351927705, 0.00489653333918088, 0.004444002122100856, 0.008836556019054519]",0.45590490889218116,0.7986792452830189,0.6428571428571428,0.5806451612903226,0.72,0.7986792452830188
83,"{'average_loss': 1.1837577827771504, 'task_losses': [0.15506164925793806, 0.19147382939855256, 0.3203478812177976, 0.13513248393932978, 0.1039886453996102], 'task_balanced_accuracies': [0.9195958566819494, 0.9210094466936573, 0.8576363570375112, 0.9173787317745657, 0.9302995391705069], 'task_cross_entropy': [0.1709430268779397, 0.20302024886012077, 0.3205881989002228, 0.14698724299669266, 0.11629816429068644], 'task_cluster_cost': [-0.07354200104872385, -0.07535284598668417, -0.07468060344457626, -0.07561163942019145, -0.07743443747361502], 'task_separation_cost': [0.05150633414586385, 0.055181930959224704, 0.06305684591333072, 0.051192235052585605, 0.05638300230105718], 'task_l1': [0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245], 'task_occ_cost': [0.005144406493442754, 0.007613705145195127, 0.010378147279843687, 0.011558675601457557, 0.007733255137378971], 'final_loss': 0.2777532884478569, 'final_balanced_accuracy': 0.8827910958904109, 'final_f1': 0.7403685092127302, 'final_precision': 0.6190476190476191, 'final_recall': 0.9208333333333333, 'final_auc': 0.8827910958904109}",,3.6958628495534263,"[0.37827860481209225, 0.5367768398589559, 1.0149946676360235, 0.5291465553972456, 0.7065599726306068]","[0.8061199806482826, 0.7282738095238095, 0.5324691358024691, 0.6048789173789173, 0.6845283018867925]","[0.38885850542121464, 0.5368043399519391, 1.0120883981386821, 0.5372796340121163, 0.7050486339463128]","[-0.06983991463979085, -0.07365835871961382, -0.06811609781450695, -0.06784041018949614, -0.07429153223832448]","[0.053872163924905986, 0.06296581443813112, 0.06471953954961565, 0.055049253006776176, 0.06417127491699325]","[0.0010096569312736392, 0.0010103525128215551, 0.0010052052093669772, 0.0010058271000161767, 0.0010081888176500797]","[0.004378204078723987, 0.009654699824750423, 0.005297648306522105, 0.0036522427884240947, 0.010623421313034164]",0.5301062853799926,0.7845283018867925,0.6101694915254237,0.5294117647058824,0.72,0.7845283018867926
84,"{'average_loss': 0.992811050415039, 'task_losses': [0.11037654581169287, 0.14348719677577415, 0.26502124761541684, 0.1178439967520535, 0.09327517375349999], 'task_balanced_accuracies': [0.9475942185330577, 0.9317246963562753, 0.882771386055965, 0.9268271667724431, 0.9429723502304148], 'task_cross_entropy': [0.12670167986303568, 0.15997975811362267, 0.26967171117663385, 0.1351017013626794, 0.10537692978978157], 'task_cluster_cost': [-0.07383585155010224, -0.07592935750881831, -0.07461519291003545, -0.07320995499690373, -0.07766945431629817], 'task_separation_cost': [0.04969766472776731, 0.052548750936985016, 0.06157996281981468, 0.04647052317857742, 0.05495320836702983], 'task_l1': [0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245], 'task_occ_cost': [0.00680317069714268, 0.005877256062813103, 0.007379467211042841, 0.008475758532683054, 0.009605827145278453], 'final_loss': 0.2628068864345551, 'final_balanced_accuracy': 0.8879280821917808, 'final_f1': 0.7517006802721088, 'final_precision': 0.6350574712643678, 'final_recall': 0.9208333333333333, 'final_auc': 0.8879280821917809}",,3.600496768951416,"[0.4431562191910214, 0.5527273979451921, 0.9600303206178877, 0.5658340868022707, 0.5902464389801025]","[0.7687469762941461, 0.7983630952380952, 0.5192592592592593, 0.6371082621082621, 0.6539622641509434]","[0.4503706908888287, 0.5534385873211755, 0.9571329355239868, 0.571471330192354, 0.5923896994855669]","[-0.07097374896208446, -0.07309947494003508, -0.06689262886842091, -0.06528464456399281, -0.0752336656053861]","[0.056238160779078804, 0.06354327582650715, 0.06410176472531424, 0.05431188436018096, 0.061545304126209684]","[0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245]","[0.006511225494452649, 0.007834237017151382, 0.004682949770035015, 0.004329552317762541, 0.010536422746049033]",0.4885022673341963,0.7503773584905661,0.5573770491803278,0.4722222222222222,0.68,0.7503773584905661
85,"{'average_loss': 1.041013054450353, 'task_losses': [0.12327372679486871, 0.11429313266339401, 0.255844404399395, 0.197726941468815, 0.08134635964408517], 'task_balanced_accuracies': [0.9346987903668855, 0.9384075573549258, 0.8871332275317323, 0.9006275139435869, 0.9412442396313364], 'task_cross_entropy': [0.14089209269111355, 0.1347168884674708, 0.2589281842609247, 0.21200813934206963, 0.0981222648297747], 'task_cluster_cost': [-0.0732251184185346, -0.07603727678457896, -0.07479717989762624, -0.06923095623652141, -0.07721678098042806], 'task_separation_cost': [0.048763510038455325, 0.05014247943957647, 0.06054894755283991, 0.04489395270744959, 0.053189967374006906], 'task_l1': [0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245], 'task_occ_cost': [0.005833360188019773, 0.004460250341023008, 0.010159151709328094, 0.00904983644373715, 0.006242247301464279], 'final_loss': 0.26852847784757616, 'final_balanced_accuracy': 0.8851027397260274, 'final_f1': 0.7530224525043178, 'final_precision': 0.6430678466076696, 'final_recall': 0.9083333333333333, 'final_auc': 0.8851027397260274}",,4.156165070003933,"[0.40600355631775326, 0.8513136307398478, 1.0977338287565443, 0.6775206757916344, 0.6424783517916998]","[0.8566763425253991, 0.7607142857142857, 0.5995061728395061, 0.6103988603988604, 0.6775471698113208]","[0.41389097024997074, 0.8566309677229987, 1.0854865743054285, 0.6844300329685211, 0.6467700650294622]","[-0.07371621744500266, -0.06706863972875807, -0.07264469067255656, -0.057387626419464745, -0.07520800332228343]","[0.055405055897103414, 0.05708826043539577, 0.0668388017349773, 0.04753893944952223, 0.05847356840968132]","[0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245]","[0.009413868809739748, 0.0036522659938782454, 0.017047845655017428, 0.0019333528341828948, 0.011434061297525963]",0.48111508952246773,0.7926415094339623,0.5753424657534247,0.4375,0.84,0.7926415094339622
86,"{'average_loss': 0.9831951284408569, 'task_losses': [0.12561863084013264, 0.1419762144672374, 0.26502789199352267, 0.12819888431578874, 0.07918152968709667], 'task_balanced_accuracies': [0.9369062958856492, 0.9183751686909581, 0.893007855933853, 0.8939278674192912, 0.9375], 'task_cross_entropy': [0.14455974933380883, 0.16298565812408924, 0.2734104961156845, 0.14748057261730232, 0.09596739902471503], 'task_cluster_cost': [-0.07255839288234711, -0.07399901578823725, -0.0730745271841685, -0.07216883053382238, -0.07764703780412674], 'task_separation_cost': [0.046778153777122494, 0.04913726722200711, 0.057990419417619704, 0.043348758121331536, 0.05348393092552821], 'task_l1': [0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245], 'task_occ_cost': [0.005829238259854416, 0.0028415138297714295, 0.005696203204182287, 0.008532416261732578, 0.006368576421712836], 'final_loss': 0.2431919841468334, 'final_balanced_accuracy': 0.9053938356164384, 'final_f1': 0.7812499999999999, 'final_precision': 0.6696428571428571, 'final_recall': 0.9375, 'final_auc': 0.9053938356164384}",,3.8043844170040555,"[0.38850488348139656, 0.5983811354057657, 1.222687092092302, 0.5081552796893649, 0.6582294801870981]","[0.8283744557329463, 0.7491071428571429, 0.5709876543209876, 0.7207977207977208, 0.6528301886792454]","[0.3995049542023076, 0.599663690974315, 1.2090829412142436, 0.5165167070097394, 0.6635750068558587]","[-0.07121487375762728, -0.07330558531814152, -0.07152017951011658, -0.07367354051934348, -0.07504720737536748]","[0.05374921278821097, 0.05893096741702822, 0.06732749028338327, 0.05233630289634069, 0.05856386489338345]","[0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245]","[0.0054557054665767485, 0.01208128242029084, 0.016791530470881198, 0.01196985805614127, 0.010129153728485107]",0.4284265902307298,0.7762264150943397,0.5757575757575758,0.4634146341463415,0.76,0.7762264150943398
87,"{'average_loss': 1.022918520371119, 'task_losses': [0.10754728622734547, 0.1661667293527474, 0.2255703739821911, 0.1559759861417115, 0.10346795621017615], 'task_balanced_accuracies': [0.9507206856252435, 0.9110175438596491, 0.902683423352679, 0.8763717673364912, 0.9228110599078341], 'task_cross_entropy': [0.12057016715407372, 0.18101735206941763, 0.23109845320383707, 0.17541804378231365, 0.1178262818728884], 'task_cluster_cost': [-0.07296329736709595, -0.07409890671571095, -0.07462516278028489, -0.07199565266569455, -0.07745972782373428], 'task_separation_cost': [0.047047849744558334, 0.04908970256646474, 0.0586707599957784, 0.043178647309541705, 0.053253938605388004], 'task_l1': [0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245], 'task_occ_cost': [0.011882683973138531, 0.009147791929232577, 0.009421020848676562, 0.008368979023459056, 0.008838801458477975], 'final_loss': 0.26419018149375917, 'final_balanced_accuracy': 0.892865296803653, 'final_f1': 0.7602739726027398, 'final_precision': 0.6453488372093024, 'final_recall': 0.925, 'final_auc': 0.892865296803653}",,3.622239112854004,"[0.3735557347536087, 0.6371099054813385, 0.9870508909225464, 0.5411967042212685, 0.6349417765935262]","[0.8223270440251573, 0.799702380952381, 0.5595061728395062, 0.7282763532763532, 0.6681132075471699]","[0.3877278036541409, 0.6428798735141754, 0.9831321239471436, 0.5511243854545884, 0.6375310768683752]","[-0.07053821285565694, -0.07320140964455074, -0.07107895612716675, -0.07154005848699146, -0.07471994972891277]","[0.050823524594306946, 0.057283213569058314, 0.06604690849781036, 0.052940202669964895, 0.059868683003717]","[0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245]","[0.00453273121577998, 0.009137441818084981, 0.007945533065746227, 0.00766624280044602, 0.011253309332662158]",0.4483841194046868,0.8139622641509434,0.6551724137931034,0.5757575757575758,0.76,0.8139622641509434
88,"{'average_loss': 0.9726643760999044, 'task_losses': [0.11286777514964343, 0.12367121645559867, 0.2537968198210001, 0.15505967649320762, 0.06798895937701066], 'task_balanced_accuracies': [0.9583171016751071, 0.9377813765182186, 0.883201961178951, 0.8807282187934752, 0.9481566820276497], 'task_cross_entropy': [0.128043404755493, 0.14284189033011596, 0.2591902453700701, 0.1772537744914492, 0.08426752954100569], 'task_cluster_cost': [-0.07141151438156763, -0.07462364723285039, -0.07437748968601227, -0.06866914893190067, -0.07758593440055847], 'task_separation_cost': [0.04656287079056104, 0.047917506992816924, 0.058553176671266555, 0.04085022896528244, 0.05294443463285764], 'task_l1': [0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245], 'task_occ_cost': [0.00866313178713123, 0.00652467657191058, 0.009425587076693774, 0.00461885583664601, 0.007354267528280616], 'final_loss': 0.2592799287041028, 'final_balanced_accuracy': 0.8989155251141552, 'final_f1': 0.7635135135135135, 'final_precision': 0.6420454545454546, 'final_recall': 0.9416666666666667, 'final_auc': 0.8989155251141552}",,3.9155431588490806,"[0.3674546376698547, 0.6654612322648367, 1.240821083386739, 0.5162905909948878, 0.6535459036628405]","[0.8445815191098209, 0.7555059523809524, 0.5501234567901234, 0.7337962962962963, 0.709245283018868]","[0.38093137741088867, 0.6777100960413615, 1.2375635703404744, 0.5237469631764624, 0.6576380514436297]","[-0.07129434992869695, -0.07265657434860866, -0.06880363490846422, -0.07192926026052898, -0.07442973968055513]","[0.049446750432252884, 0.0541404928598139, 0.0651357298096021, 0.04796463458074464, 0.058281846758392125]","[0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245]","[0.007360972257124053, 0.005256459246286088, 0.005920092859822843, 0.015502298147314124, 0.011047066499789556]",0.4719696276717716,0.830377358490566,0.6461538461538462,0.525,0.84,0.830377358490566
89,"{'average_loss': 0.9371761830647787, 'task_losses': [0.10646181623140971, 0.17004841494063536, 0.2143798639376958, 0.11115338126197458, 0.07385618042821686], 'task_balanced_accuracies': [0.9575080159419855, 0.9251390013495278, 0.9040031938445904, 0.9205961592616099, 0.9277073732718895], 'task_cross_entropy': [0.12614797928680976, 0.1903143267830213, 0.2190407726665338, 0.13078602460523447, 0.09257521013418833], 'task_cluster_cost': [-0.07188495328028997, -0.06914861043294271, -0.07466095040241877, -0.07248323251803716, -0.0772689520319303], 'task_separation_cost': [0.045010767976442975, 0.04597408095995585, 0.05742323860526085, 0.042317008028427756, 0.05144528393944105], 'task_l1': [0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245], 'task_occ_cost': [0.0061781394357482596, 0.0018978278913224737, 0.011571499329681198, 0.00952761470961074, 0.006095976652577519], 'final_loss': 0.26127653270959855, 'final_balanced_accuracy': 0.900656392694064, 'final_f1': 0.7756521739130435, 'final_precision': 0.6656716417910448, 'final_recall': 0.9291666666666667, 'final_auc': 0.9006563926940638}",,4.12879130575392,"[0.4248703387048509, 0.7285851173930697, 1.1411285267935858, 0.7055637836456299, 0.7129731476306915]","[0.8185776487663281, 0.7763392857142857, 0.5601234567901234, 0.67752849002849, 0.6386792452830189]","[0.440211215780841, 0.7385618454880185, 1.138616939385732, 0.7154007686509026, 0.7215997245576646]","[-0.068688722120391, -0.07103324929873149, -0.06819857822524177, -0.06664232661326726, -0.07151744431919521]","[0.04721211642026901, 0.05384882208373812, 0.06334801432159212, 0.04841235735350185, 0.05622067840562926]","[0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245]","[0.0051258274923182195, 0.006196929814500941, 0.0063568612353669274, 0.00738702326392134, 0.005661525931726728]",0.41567037171787685,0.8009433962264152,0.6060606060606061,0.4878048780487805,0.8,0.8009433962264151
90,"{'average_loss': 0.9092866386969884, 'task_losses': [0.11091483743861318, 0.18789223526914914, 0.19148904882371426, 0.11033972185725967, 0.07189613316518564], 'task_balanced_accuracies': [0.9523388570914866, 0.9204156545209177, 0.9171514073702584, 0.9148337907642389, 0.9461405529953917], 'task_cross_entropy': [0.1295553287646423, 0.2079587109386921, 0.1967368496954441, 0.13017525954172016, 0.09166006787369649], 'task_cluster_cost': [-0.07249660849571228, -0.06964892670512199, -0.0743250921368599, -0.07112180655201276, -0.07717006236314773], 'task_separation_cost': [0.04458682745695114, 0.045887233515580494, 0.056034069458643594, 0.04014337301254273, 0.051341000745693845], 'task_l1': [0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245], 'task_occ_cost': [0.00825940761094292, 0.0026844264000343778, 0.012037919679035744, 0.010136926577736934, 0.005056465207599103], 'final_loss': 0.23675466155012448, 'final_balanced_accuracy': 0.9158390410958903, 'final_f1': 0.8007054673721341, 'final_precision': 0.6941896024464832, 'final_recall': 0.9458333333333333, 'final_auc': 0.9158390410958904}",,3.7569346692827015,"[0.3590806598464648, 0.7807803485128615, 1.185143616464403, 0.53440693517526, 0.5268137169380983]","[0.8246250604741171, 0.7139880952380953, 0.5541975308641975, 0.6330128205128205, 0.7422641509433963]","[0.37292250576946473, 0.7905869483947754, 1.1835290590922039, 0.5507755080858866, 0.5402202863867084]","[-0.06876414020856221, -0.06537750363349915, -0.06786540398995082, -0.06605574033326572, -0.07538244045443004]","[0.0480992053118017, 0.05109360027644369, 0.060544842647181615, 0.04172546002599928, 0.05533966049551964]","[0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245]","[0.005813211487192247, 0.0034665252056179773, 0.007929843953914113, 0.006955731349686782, 0.005627553703056442]",0.37070940766069627,0.8209433962264151,0.6268656716417911,0.5,0.84,0.820943396226415
91,"{'average_loss': 0.9569610397020976, 'task_losses': [0.09819797668916484, 0.17084858750303586, 0.16859143525362014, 0.19387267452975115, 0.08457671376566092], 'task_balanced_accuracies': [0.9533127565850589, 0.9365614035087719, 0.9254164700758538, 0.9154369270730447, 0.8914170506912442], 'task_cross_entropy': [0.10841801925251882, 0.17937264149387677, 0.17118151381611824, 0.20161606992284456, 0.10307401681939761], 'task_cluster_cost': [-0.07702509353558222, -0.07446278661489486, -0.07723864336808522, -0.06933759664495787, -0.07670047183831533], 'task_separation_cost': [0.05785363838076592, 0.061009765714406965, 0.06315260539452235, 0.0526707449555397, 0.05276232252518336], 'task_l1': [0.0010099925581986706, 0.0010110247724999983, 0.0010054576521118482, 0.0010060792199025552, 0.0010087288993721208], 'task_occ_cost': [0.007941420311108232, 0.003917942185265323, 0.010490504149347544, 0.00791737813812991, 0.004432117459364235], 'final_loss': 0.24087365875641506, 'final_balanced_accuracy': 0.8932648401826484, 'final_f1': 0.7665505226480837, 'final_precision': 0.6586826347305389, 'final_recall': 0.9166666666666666, 'final_auc': 0.8932648401826484}",,4.155173460642497,"[0.40295690753393704, 0.6608245157533221, 1.2394322090678744, 0.7019189281596078, 0.6480992150803407]","[0.8883647798742138, 0.7711309523809524, 0.5518518518518518, 0.6474358974358975, 0.6775471698113208]","[0.4055965782867538, 0.6685945830411382, 1.2339601119359334, 0.7167344010538526, 0.6541983625955052]","[-0.069886338379648, -0.07247502522336112, -0.06926564541127947, -0.06742148929172093, -0.0746987909078598]","[0.048611659556627274, 0.05253072041604254, 0.06271572783589363, 0.043952875253227025, 0.057035417606433235]","[0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245]","[0.017625134024355147, 0.011163462574283281, 0.011016694828867912, 0.007647171202633116, 0.010555529708249701]",0.5019417123662101,0.8115094339622642,0.6086956521739131,0.4772727272727273,0.84,0.811509433962264
92,"{'average_loss': 1.0013264584541322, 'task_losses': [0.10313774161040783, 0.2041521316766739, 0.16734339465697606, 0.19956867883602777, 0.07570004894398152], 'task_balanced_accuracies': [0.9440781916434429, 0.9258137651821863, 0.9364629490931526, 0.9095400612803302, 0.9236751152073732], 'task_cross_entropy': [0.11292861913641294, 0.21255455826719602, 0.16990079830090205, 0.20710050985217093, 0.09442800107722481], 'task_cluster_cost': [-0.0770431754986445, -0.07426866879065831, -0.07721268266439438, -0.06904993325471878, -0.07675607065359752], 'task_separation_cost': [0.05801820620894432, 0.06122218425075213, 0.06331442500154177, 0.05269789745410283, 0.05256951426466306], 'task_l1': [0.0010102174306909244, 0.001011420702561736, 0.0010057949600741267, 0.0010063291899859905, 0.0010089274899413188], 'task_occ_cost': [0.008223874159157277, 0.003632638043103119, 0.010335057048747936, 0.007813877422983447, 0.004449677074638505], 'final_loss': 0.2514244657258193, 'final_balanced_accuracy': 0.892722602739726, 'final_f1': 0.7736185383244206, 'final_precision': 0.67601246105919, 'final_recall': 0.9041666666666667, 'final_auc': 0.8927226027397261}",,4.228170209460789,"[0.42153782066371703, 0.7829016447067261, 1.3237409657902188, 0.6199915276633369, 0.6232703853812482]","[0.8230527334300919, 0.6775297619047619, 0.552716049382716, 0.69747150997151, 0.6316981132075472]","[0.4355204552412033, 0.7932910588052537, 1.3182851672172546, 0.6327564186520047, 0.6356638384362062]","[-0.06990442756149504, -0.06543888441390461, -0.06907567381858826, -0.06041244914134344, -0.07282379269599915]","[0.04722773200935788, 0.0517218771080176, 0.061703273405631386, 0.04274639652834998, 0.05281047812766499]","[0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245]","[0.007684182194578979, 0.0023168233197389376, 0.011822897164771954, 0.0038951812570707667, 0.006611188019936283]",0.4567277977863948,0.8009433962264152,0.6060606060606061,0.4878048780487805,0.8,0.8009433962264151
93,"{'average_loss': 0.9346983806292216, 'task_losses': [0.08433491280302405, 0.16694546923041342, 0.18321369394659995, 0.19192468439539273, 0.07324504653302331], 'task_balanced_accuracies': [0.967311937510613, 0.9352280701754385, 0.9283678068383908, 0.9123539968813439, 0.9326036866359446], 'task_cross_entropy': [0.09398150684932868, 0.17605370456973712, 0.1853913699090481, 0.19946909139553706, 0.09217684923360746], 'task_cluster_cost': [-0.077068892121315, -0.07467968801657358, -0.07728766630093256, -0.06966826135913531, -0.07720390290021896], 'task_separation_cost': [0.05772121608257294, 0.06091467117269834, 0.06336668233076731, 0.05299165238936742, 0.05279747888445854], 'task_l1': [0.0010104860551655292, 0.001011802243689696, 0.001006163447163999, 0.0010064635410284002, 0.0010090691378961006], 'task_occ_cost': [0.00869059600867331, 0.003644979842938483, 0.010737144900485874, 0.0081257378620406, 0.004465553114811579], 'final_loss': 0.23503458340962727, 'final_balanced_accuracy': 0.8999143835616439, 'final_f1': 0.7795414462081128, 'final_precision': 0.6758409785932722, 'final_recall': 0.9208333333333333, 'final_auc': 0.8999143835616439}",,3.799867868423462,"[0.3707159037391345, 0.7258260316318936, 1.181899027691947, 0.5389538059631983, 0.604206489192115]","[0.8985244315432994, 0.8010416666666667, 0.5295061728395062, 0.7070868945868946, 0.6469811320754717]","[0.3871808333529366, 0.7391982442802854, 1.1729033357567258, 0.5535583529207442, 0.6109234044949213]","[-0.06986556947231293, -0.06587510431806247, -0.06961761001083586, -0.07016025152471331, -0.0734760786096255]","[0.045756508906682335, 0.04872858193185595, 0.06329843153556187, 0.04287488261858622, 0.05550824643837081]","[0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245]","[0.0066342502315011286, 0.002763532619509432, 0.014309563156631257, 0.011674866856386265, 0.01024225266236398]",0.37826655556758243,0.7867924528301887,0.5797101449275363,0.45454545454545453,0.8,0.7867924528301887
94,"{'average_loss': 0.9571549987792969, 'task_losses': [0.09303677923977376, 0.17812553517520427, 0.17666166524092355, 0.18291107137997945, 0.07637610655588409], 'task_balanced_accuracies': [0.9591261874082286, 0.9438218623481782, 0.9263963996660981, 0.9118853578678816, 0.9351958525345623], 'task_cross_entropy': [0.1034574141105016, 0.18681423477828502, 0.179344396541516, 0.19039823964238167, 0.09529149771978458], 'task_cluster_cost': [-0.07688518265883128, -0.0743107024828593, -0.07730229089657466, -0.06943005914489428, -0.07675205558538437], 'task_separation_cost': [0.05768409659465154, 0.06092862715323766, 0.06324628839890162, 0.05286058823267619, 0.05249892363945643], 'task_l1': [0.001010806968746086, 0.0010122362369050582, 0.0010064647144948442, 0.0010066301887854934, 0.0010092287013928095], 'task_occ_cost': [0.007769644741589824, 0.0036811407826219996, 0.010366806803892056, 0.008075675045450528, 0.004328511708105604], 'final_loss': 0.2500438337524732, 'final_balanced_accuracy': 0.8951769406392693, 'final_f1': 0.7738515901060071, 'final_precision': 0.6717791411042945, 'final_recall': 0.9125, 'final_auc': 0.8951769406392693}",,4.3610636128319635,"[0.4067178898387485, 0.8512728015581766, 1.231642461485333, 0.6102116869555579, 0.8219932797882292]","[0.8139816158684083, 0.7918154761904761, 0.5662962962962963, 0.808582621082621, 0.5492452830188679]","[0.42009979486465454, 0.8626115520795187, 1.2259424494372473, 0.6192933966716131, 0.8309277014599906]","[-0.07004978921678331, -0.06789291691448954, -0.06803936262925465, -0.06294240678350131, -0.07030980164806049]","[0.04716137010190222, 0.052114116648832955, 0.060877823581298195, 0.04330528693066703, 0.05583601031038496]","[0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245]","[0.008496618415746424, 0.0034292806198613513, 0.011856283475127485, 0.009549454475442568, 0.00453072620762719]",0.4392254700263341,0.7986792452830189,0.6428571428571428,0.5806451612903226,0.72,0.7986792452830188
95,"{'average_loss': 0.9580895074208577, 'task_losses': [0.09761959799875816, 0.16866969081262748, 0.17380706717570624, 0.18489898120363554, 0.08587430293361346], 'task_balanced_accuracies': [0.9539570285577298, 0.9318542510121457, 0.9347917897077698, 0.9200602716004758, 0.9351958525345623], 'task_cross_entropy': [0.10798529171695312, 0.17755690087874731, 0.17649170776208242, 0.19183115541934967, 0.10461413162449995], 'task_cluster_cost': [-0.07687416742245357, -0.07466344853242238, -0.07733956197897593, -0.06888204882542293, -0.07689192752043406], 'task_separation_cost': [0.057821766585111616, 0.060880851695934934, 0.06335872401793798, 0.052857764611641565, 0.05276886473099391], 'task_l1': [0.0010111003338048854, 0.001012707456635932, 0.001006855689920485, 0.0010068678949028253, 0.001009390715820094], 'task_occ_cost': [0.007675607508669297, 0.0038826791398848095, 0.01028934315778315, 0.008085241233929992, 0.00437384278823932], 'final_loss': 0.24721987376610438, 'final_balanced_accuracy': 0.8862442922374429, 'final_f1': 0.7556325823223571, 'final_precision': 0.6468842729970327, 'final_recall': 0.9083333333333333, 'final_auc': 0.8862442922374428}",,3.9767017894321017,"[0.40553104297982323, 0.5770876043372684, 1.1068511870172288, 0.5640287084711922, 0.8061299787627326]","[0.8045476536042573, 0.7464285714285714, 0.5809876543209876, 0.7989672364672364, 0.5492452830188679]","[0.41178898678885567, 0.5824865566359626, 1.0987226300769382, 0.5630296352836821, 0.8148861858579848]","[-0.07486195282803641, -0.07473872601985931, -0.07233231349123849, -0.0659630232387119, -0.07105227642589146]","[0.059316988206572004, 0.06370658427476883, 0.06767109864287907, 0.05404894592033492, 0.056992973718378276]","[0.0010098847560584545, 0.001010790467262268, 0.001005303580313921, 0.0010059691267088056, 0.0010086632100865245]","[0.008277154838045439, 0.0046224030666053295, 0.011784507996506162, 0.011907200070305003, 0.004294449489356743]",0.5170733638935618,0.7681132075471698,0.6153846153846153,0.5925925925925926,0.64,0.7681132075471699
